 02/1/22 0:00:00, 446, Morris Park (5), Bronx, 1
 02/1/22 11:00:00, 453, 82 St-Jackson Hts (7), Queens, 85
 02/1/22 11:00:00, 455, 69 St (7), Queens, 67
 02/1/22 11:00:00, 455, 69 St (7), Queens, 4
 02/1/22 11:00:00, 455, 69 St (7), Queens, 3
 02/1/22 11:00:00, 455, 69 St (7), Queens, 34
 02/1/22 11:00:00, 455, 69 St (7), Queens, 6
 02/1/22 11:00:00, 455, 69 St (7), Queens, 22
 02/1/22 11:00:00, 455, 69 St (7), Queens, 4
 02/1/22 11:00:00, 456, 61 St-Woodside (7), Queens, 11
 02/1/22 11:00:00, 456, 61 St-Woodside (7), Queens, 38
 02/1/22 11:00:00, 456, 61 St-Woodside (7), Queens, 12
 02/1/22 11:00:00, 456, 61 St-Woodside (7), Queens, 130
 02/1/22 11:00:00, 456, 61 St-Woodside (7), Queens, 10
 02/1/22 11:00:00, 456, 61 St-Woodside (7), Queens, 62
 02/1/22 11:00:00, 456, 61 St-Woodside (7), Queens, 70
 02/1/22 11:00:00, 457, 52 St (7), Queens, 9
 02/1/22 11:00:00, 457, 52 St (7), Queens, 48
 02/1/22 11:00:00, 457, 52 St (7), Queens, 6
 02/1/22 11:00:00, 457, 52 St (7), Queens, 7
 02/1/22 11:00:00, 457, 52 St (7), Queens, 18
 02/1/22 11:00:00, 457, 52 St (7), Queens, 23
 02/1/22 11:00:00, 457, 52 St (7), Queens, 25
 02/1/22 11:00:00, 458, 46 St-Bliss St (7), Queens, 12
 02/1/22 11:00:00, 458, 46 St-Bliss St (7), Queens, 132
 02/1/22 11:00:00, 458, 46 St-Bliss St (7), Queens, 6
 02/1/22 11:00:00, 458, 46 St-Bliss St (7), Queens, 7
 02/1/22 11:00:00, 458, 46 St-Bliss St (7), Queens, 24
 02/1/22 11:00:00, 458, 46 St-Bliss St (7), Queens, 51
 02/1/22 11:00:00, 458, 46 St-Bliss St (7), Queens, 45
 02/1/22 11:00:00, 459, 40 St-Lowery St (7), Queens, 5
 02/1/22 11:00:00, 459, 40 St-Lowery St (7), Queens, 79
 02/1/22 11:00:00, 459, 40 St-Lowery St (7), Queens, 5
 02/1/22 11:00:00, 459, 40 St-Lowery St (7), Queens, 40
 02/1/22 11:00:00, 459, 40 St-Lowery St (7), Queens, 21
 02/1/22 11:00:00, 459, 40 St-Lowery St (7), Queens, 6
 02/1/22 11:00:00, 46, Cortelyou Rd (Q), Brooklyn, 4
 02/1/22 11:00:00, 459, 40 St-Lowery St (7), Queens, 28
 02/1/22 11:00:00, 46, Cortelyou Rd (Q), Brooklyn, 14
 02/1/22 11:00:00, 46, Cortelyou Rd (Q), Brooklyn, 6
 02/1/22 11:00:00, 46, Cortelyou Rd (Q), Brooklyn, 57
 02/1/22 11:00:00, 46, Cortelyou Rd (Q), Brooklyn, 29
 02/1/22 11:00:00, 46, Cortelyou Rd (Q), Brooklyn, 8
 02/1/22 11:00:00, 46, Cortelyou Rd (Q), Brooklyn, 21
 02/1/22 11:00:00, 460, 33 St-Rawson St (7), Queens, 3
 02/1/22 11:00:00, 460, 33 St-Rawson St (7), Queens, 32
 02/1/22 11:00:00, 460, 33 St-Rawson St (7), Queens, 10
 02/1/22 11:00:00, 460, 33 St-Rawson St (7), Queens, 7
 02/1/22 11:00:00, 460, 33 St-Rawson St (7), Queens, 3
 02/1/22 11:00:00, 460, 33 St-Rawson St (7), Queens, 11
 02/1/22 11:00:00, 460, 33 St-Rawson St (7), Queens, 14
 02/1/22 11:00:00, 461, Queensboro Plaza (7,N,W), Queens, 81
 02/1/22 11:00:00, 461, Queensboro Plaza (7,N,W), Queens, 9
 02/1/22 11:00:00, 461, Queensboro Plaza (7,N,W), Queens, 13
 02/1/22 11:00:00, 461, Queensboro Plaza (7,N,W), Queens, 6
 02/1/22 11:00:00, 461, Queensboro Plaza (7,N,W), Queens, 4
 02/1/22 11:00:00, 461, Queensboro Plaza (7,N,W), Queens, 44
 02/1/22 11:00:00, 461, Queensboro Plaza (7,N,W), Queens, 35
 02/1/22 11:00:00, 463, Hunters Point Av (7), Queens, 3
 02/1/22 11:00:00, 463, Hunters Point Av (7), Queens, 9
 02/1/22 11:00:00, 463, Hunters Point Av (7), Queens, 3
 02/1/22 11:00:00, 463, Hunters Point Av (7), Queens, 6
 02/1/22 11:00:00, 463, Hunters Point Av (7), Queens, 1
 02/1/22 11:00:00, 463, Hunters Point Av (7), Queens, 2
 02/1/22 11:00:00, 463, Hunters Point Av (7), Queens, 10
 02/1/22 11:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 6
 02/1/22 11:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 12
 02/1/22 11:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 12
 02/1/22 11:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 71
 02/1/22 11:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 19
 02/1/22 11:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 42
 02/1/22 11:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 3
 02/1/22 11:00:00, 47, Newkirk Plaza (B,Q), Brooklyn, 18
 02/1/22 12:00:00, 445, Pelham Pkwy (5), Bronx, 4
 02/1/22 12:00:00, 446, Morris Park (5), Bronx, 1
 02/1/22 12:00:00, 446, Morris Park (5), Bronx, 23
 02/1/22 12:00:00, 446, Morris Park (5), Bronx, 2
 02/1/22 12:00:00, 446, Morris Park (5), Bronx, 2
 02/1/22 12:00:00, 446, Morris Park (5), Bronx, 9
 02/1/22 12:00:00, 446, Morris Park (5), Bronx, 1
 02/1/22 12:00:00, 447, Flushing-Main St (7), Queens, 71
 02/1/22 12:00:00, 447, Flushing-Main St (7), Queens, 444
 02/1/22 12:00:00, 447, Flushing-Main St (7), Queens, 41
 02/1/22 12:00:00, 447, Flushing-Main St (7), Queens, 132
 02/1/22 12:00:00, 447, Flushing-Main St (7), Queens, 34
 02/1/22 12:00:00, 447, Flushing-Main St (7), Queens, 173
 02/1/22 12:00:00, 447, Flushing-Main St (7), Queens, 142
 02/1/22 12:00:00, 448, Mets-Willets Point (7), Queens, 1
 02/1/22 12:00:00, 448, Mets-Willets Point (7), Queens, 17
 02/1/22 12:00:00, 448, Mets-Willets Point (7), Queens, 15
 02/1/22 12:00:00, 448, Mets-Willets Point (7), Queens, 2
 02/1/22 12:00:00, 448, Mets-Willets Point (7), Queens, 3
 02/1/22 12:00:00, 448, Mets-Willets Point (7), Queens, 4
 02/1/22 12:00:00, 449, 111 St (7), Queens, 5
 02/1/22 12:00:00, 449, 111 St (7), Queens, 96
 02/1/22 12:00:00, 449, 111 St (7), Queens, 6
 02/1/22 12:00:00, 449, 111 St (7), Queens, 23
 02/1/22 12:00:00, 449, 111 St (7), Queens, 50
 02/1/22 12:00:00, 449, 111 St (7), Queens, 12
 02/1/22 12:00:00, 449, 111 St (7), Queens, 17
 02/1/22 12:00:00, 45, Beverley Rd (Q), Brooklyn, 28
 02/1/22 12:00:00, 45, Beverley Rd (Q), Brooklyn, 3
 02/1/22 12:00:00, 45, Beverley Rd (Q), Brooklyn, 2
 02/1/22 12:00:00, 45, Beverley Rd (Q), Brooklyn, 2
 02/1/22 12:00:00, 45, Beverley Rd (Q), Brooklyn, 4
 02/1/22 12:00:00, 45, Beverley Rd (Q), Brooklyn, 11
 02/1/22 12:00:00, 45, Beverley Rd (Q), Brooklyn, 13
 02/1/22 12:00:00, 450, 103 St-Corona Plaza (7), Queens, 3
 02/1/22 12:00:00, 450, 103 St-Corona Plaza (7), Queens, 28
 02/1/22 12:00:00, 450, 103 St-Corona Plaza (7), Queens, 140
 02/1/22 12:00:00, 450, 103 St-Corona Plaza (7), Queens, 25
 02/1/22 12:00:00, 450, 103 St-Corona Plaza (7), Queens, 36
 02/1/22 12:00:00, 450, 103 St-Corona Plaza (7), Queens, 18
 02/1/22 12:00:00, 450, 103 St-Corona Plaza (7), Queens, 103
 02/1/22 12:00:00, 451, Junction Blvd (7), Queens, 17
 02/1/22 12:00:00, 451, Junction Blvd (7), Queens, 20
 02/1/22 12:00:00, 451, Junction Blvd (7), Queens, 212
 02/1/22 12:00:00, 451, Junction Blvd (7), Queens, 54
 02/1/22 12:00:00, 451, Junction Blvd (7), Queens, 63
 02/1/22 12:00:00, 451, Junction Blvd (7), Queens, 19
 02/1/22 12:00:00, 451, Junction Blvd (7), Queens, 122
 02/1/22 12:00:00, 452, 90 St-Elmhurst Av (7), Queens, 10
 02/1/22 12:00:00, 452, 90 St-Elmhurst Av (7), Queens, 8
 02/1/22 12:00:00, 452, 90 St-Elmhurst Av (7), Queens, 138
 02/1/22 12:00:00, 452, 90 St-Elmhurst Av (7), Queens, 45
 02/1/22 12:00:00, 452, 90 St-Elmhurst Av (7), Queens, 22
 02/1/22 12:00:00, 452, 90 St-Elmhurst Av (7), Queens, 30
 02/1/22 12:00:00, 452, 90 St-Elmhurst Av (7), Queens, 68
 02/1/22 12:00:00, 453, 82 St-Jackson Hts (7), Queens, 16
 02/1/22 12:00:00, 453, 82 St-Jackson Hts (7), Queens, 14
 02/1/22 12:00:00, 453, 82 St-Jackson Hts (7), Queens, 173
 02/1/22 12:00:00, 453, 82 St-Jackson Hts (7), Queens, 32
 02/1/22 12:00:00, 453, 82 St-Jackson Hts (7), Queens, 7
 02/1/22 12:00:00, 453, 82 St-Jackson Hts (7), Queens, 34
 02/1/22 12:00:00, 453, 82 St-Jackson Hts (7), Queens, 90
 02/1/22 12:00:00, 455, 69 St (7), Queens, 48
 02/1/22 12:00:00, 455, 69 St (7), Queens, 2
 02/1/22 12:00:00, 455, 69 St (7), Queens, 1
 02/1/22 12:00:00, 455, 69 St (7), Queens, 9
 02/1/22 12:00:00, 455, 69 St (7), Queens, 18
 02/1/22 12:00:00, 455, 69 St (7), Queens, 10
 02/1/22 12:00:00, 455, 69 St (7), Queens, 22
 02/1/22 12:00:00, 456, 61 St-Woodside (7), Queens, 17
 02/1/22 12:00:00, 456, 61 St-Woodside (7), Queens, 26
 02/1/22 12:00:00, 456, 61 St-Woodside (7), Queens, 138
 02/1/22 12:00:00, 456, 61 St-Woodside (7), Queens, 22
 02/1/22 12:00:00, 456, 61 St-Woodside (7), Queens, 72
 02/1/22 12:00:00, 456, 61 St-Woodside (7), Queens, 70
 02/1/22 12:00:00, 456, 61 St-Woodside (7), Queens, 13
 02/1/22 12:00:00, 457, 52 St (7), Queens, 4
 02/1/22 12:00:00, 457, 52 St (7), Queens, 59
 02/1/22 12:00:00, 457, 52 St (7), Queens, 4
 02/1/22 12:00:00, 457, 52 St (7), Queens, 6
 02/1/22 12:00:00, 457, 52 St (7), Queens, 12
 02/1/22 12:00:00, 457, 52 St (7), Queens, 24
 02/1/22 12:00:00, 457, 52 St (7), Queens, 28
 02/1/22 12:00:00, 458, 46 St-Bliss St (7), Queens, 122
 02/1/22 12:00:00, 458, 46 St-Bliss St (7), Queens, 11
 02/1/22 12:00:00, 458, 46 St-Bliss St (7), Queens, 3
 02/1/22 12:00:00, 458, 46 St-Bliss St (7), Queens, 15
 02/1/22 12:00:00, 458, 46 St-Bliss St (7), Queens, 52
 02/1/22 12:00:00, 458, 46 St-Bliss St (7), Queens, 13
 02/1/22 12:00:00, 458, 46 St-Bliss St (7), Queens, 50
 02/1/22 12:00:00, 459, 40 St-Lowery St (7), Queens, 4
 02/1/22 12:00:00, 459, 40 St-Lowery St (7), Queens, 83
 02/1/22 12:00:00, 459, 40 St-Lowery St (7), Queens, 12
 02/1/22 12:00:00, 459, 40 St-Lowery St (7), Queens, 17
 02/1/22 12:00:00, 459, 40 St-Lowery St (7), Queens, 33
 02/1/22 12:00:00, 459, 40 St-Lowery St (7), Queens, 6
 02/1/22 12:00:00, 46, Cortelyou Rd (Q), Brooklyn, 4
 02/1/22 12:00:00, 459, 40 St-Lowery St (7), Queens, 39
 02/1/22 12:00:00, 46, Cortelyou Rd (Q), Brooklyn, 7
 02/1/22 12:00:00, 46, Cortelyou Rd (Q), Brooklyn, 5
 02/1/22 12:00:00, 46, Cortelyou Rd (Q), Brooklyn, 49
 02/1/22 12:00:00, 46, Cortelyou Rd (Q), Brooklyn, 14
 02/1/22 12:00:00, 46, Cortelyou Rd (Q), Brooklyn, 3
 02/1/22 12:00:00, 46, Cortelyou Rd (Q), Brooklyn, 11
 02/1/22 12:00:00, 460, 33 St-Rawson St (7), Queens, 55
 02/1/22 12:00:00, 460, 33 St-Rawson St (7), Queens, 8
 02/1/22 12:00:00, 460, 33 St-Rawson St (7), Queens, 9
 02/1/22 12:00:00, 460, 33 St-Rawson St (7), Queens, 9
 02/1/22 12:00:00, 460, 33 St-Rawson St (7), Queens, 8
 02/1/22 12:00:00, 460, 33 St-Rawson St (7), Queens, 23
 02/1/22 12:00:00, 460, 33 St-Rawson St (7), Queens, 26
 02/1/22 12:00:00, 461, Queensboro Plaza (7,N,W), Queens, 69
 02/1/22 12:00:00, 461, Queensboro Plaza (7,N,W), Queens, 8
 02/1/22 12:00:00, 461, Queensboro Plaza (7,N,W), Queens, 3
 02/1/22 12:00:00, 461, Queensboro Plaza (7,N,W), Queens, 13
 02/1/22 12:00:00, 461, Queensboro Plaza (7,N,W), Queens, 3
 02/1/22 12:00:00, 461, Queensboro Plaza (7,N,W), Queens, 39
 02/1/22 12:00:00, 461, Queensboro Plaza (7,N,W), Queens, 40
 02/1/22 12:00:00, 463, Hunters Point Av (7), Queens, 25
 02/1/22 12:00:00, 463, Hunters Point Av (7), Queens, 3
 02/1/22 12:00:00, 463, Hunters Point Av (7), Queens, 1
 02/1/22 12:00:00, 463, Hunters Point Av (7), Queens, 8
 02/1/22 12:00:00, 463, Hunters Point Av (7), Queens, 3
 02/1/22 12:00:00, 463, Hunters Point Av (7), Queens, 5
 02/1/22 12:00:00, 463, Hunters Point Av (7), Queens, 8
 02/1/22 12:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 5
 02/1/22 12:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 74
 02/1/22 12:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 5
 02/1/22 12:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 14
 02/1/22 12:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 16
 02/1/22 12:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 2
 02/1/22 12:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 43
 02/1/22 12:00:00, 47, Newkirk Plaza (B,Q), Brooklyn, 6
 02/1/22 12:00:00, 47, Newkirk Plaza (B,Q), Brooklyn, 13
 02/1/22 13:00:00, 445, Pelham Pkwy (5), Bronx, 14
 02/1/22 13:00:00, 445, Pelham Pkwy (5), Bronx, 3
 02/1/22 13:00:00, 446, Morris Park (5), Bronx, 2
 02/1/22 13:00:00, 446, Morris Park (5), Bronx, 4
 02/1/22 13:00:00, 446, Morris Park (5), Bronx, 4
 02/1/22 13:00:00, 446, Morris Park (5), Bronx, 23
 02/1/22 13:00:00, 446, Morris Park (5), Bronx, 1
 02/1/22 13:00:00, 446, Morris Park (5), Bronx, 2
 02/1/22 13:00:00, 446, Morris Park (5), Bronx, 5
 02/1/22 13:00:00, 447, Flushing-Main St (7), Queens, 32
 02/1/22 13:00:00, 447, Flushing-Main St (7), Queens, 74
 02/1/22 13:00:00, 447, Flushing-Main St (7), Queens, 460
 02/1/22 13:00:00, 447, Flushing-Main St (7), Queens, 126
 02/1/22 13:00:00, 447, Flushing-Main St (7), Queens, 49
 02/1/22 13:00:00, 447, Flushing-Main St (7), Queens, 149
 02/1/22 13:00:00, 447, Flushing-Main St (7), Queens, 166
 02/1/22 13:00:00, 448, Mets-Willets Point (7), Queens, 2
 02/1/22 13:00:00, 448, Mets-Willets Point (7), Queens, 21
 02/1/22 13:00:00, 448, Mets-Willets Point (7), Queens, 9
 02/1/22 13:00:00, 448, Mets-Willets Point (7), Queens, 2
 02/1/22 13:00:00, 448, Mets-Willets Point (7), Queens, 1
 02/1/22 13:00:00, 448, Mets-Willets Point (7), Queens, 1
 02/1/22 13:00:00, 448, Mets-Willets Point (7), Queens, 5
 02/1/22 13:00:00, 449, 111 St (7), Queens, 6
 02/1/22 13:00:00, 449, 111 St (7), Queens, 14
 02/1/22 13:00:00, 449, 111 St (7), Queens, 11
 02/1/22 13:00:00, 449, 111 St (7), Queens, 117
 02/1/22 13:00:00, 449, 111 St (7), Queens, 26
 02/1/22 13:00:00, 449, 111 St (7), Queens, 19
 02/1/22 13:00:00, 449, 111 St (7), Queens, 72
 02/1/22 13:00:00, 45, Beverley Rd (Q), Brooklyn, 28
 02/1/22 13:00:00, 45, Beverley Rd (Q), Brooklyn, 5
 02/1/22 13:00:00, 45, Beverley Rd (Q), Brooklyn, 5
 02/1/22 13:00:00, 45, Beverley Rd (Q), Brooklyn, 7
 02/1/22 13:00:00, 45, Beverley Rd (Q), Brooklyn, 3
 02/1/22 13:00:00, 45, Beverley Rd (Q), Brooklyn, 8
 02/1/22 13:00:00, 45, Beverley Rd (Q), Brooklyn, 13
 02/1/22 13:00:00, 450, 103 St-Corona Plaza (7), Queens, 10
 02/1/22 13:00:00, 450, 103 St-Corona Plaza (7), Queens, 136
 02/1/22 13:00:00, 450, 103 St-Corona Plaza (7), Queens, 38
 02/1/22 13:00:00, 450, 103 St-Corona Plaza (7), Queens, 38
 02/1/22 13:00:00, 450, 103 St-Corona Plaza (7), Queens, 20
 02/1/22 13:00:00, 450, 103 St-Corona Plaza (7), Queens, 26
 02/1/22 13:00:00, 450, 103 St-Corona Plaza (7), Queens, 119
 02/1/22 13:00:00, 451, Junction Blvd (7), Queens, 10
 02/1/22 13:00:00, 451, Junction Blvd (7), Queens, 17
 02/1/22 13:00:00, 451, Junction Blvd (7), Queens, 222
 02/1/22 13:00:00, 451, Junction Blvd (7), Queens, 36
 02/1/22 13:00:00, 451, Junction Blvd (7), Queens, 11
 02/1/22 13:00:00, 451, Junction Blvd (7), Queens, 48
 02/1/22 13:00:00, 451, Junction Blvd (7), Queens, 155
 02/1/22 13:00:00, 452, 90 St-Elmhurst Av (7), Queens, 9
 02/1/22 13:00:00, 452, 90 St-Elmhurst Av (7), Queens, 9
 02/1/22 13:00:00, 452, 90 St-Elmhurst Av (7), Queens, 161
 02/1/22 13:00:00, 452, 90 St-Elmhurst Av (7), Queens, 20
 02/1/22 13:00:00, 452, 90 St-Elmhurst Av (7), Queens, 54
 02/1/22 13:00:00, 452, 90 St-Elmhurst Av (7), Queens, 38
 02/1/22 13:00:00, 452, 90 St-Elmhurst Av (7), Queens, 94
 02/1/22 13:00:00, 453, 82 St-Jackson Hts (7), Queens, 14
 02/1/22 13:00:00, 453, 82 St-Jackson Hts (7), Queens, 165
 02/1/22 13:00:00, 453, 82 St-Jackson Hts (7), Queens, 14
 02/1/22 13:00:00, 453, 82 St-Jackson Hts (7), Queens, 55
 02/1/22 13:00:00, 453, 82 St-Jackson Hts (7), Queens, 37
 02/1/22 13:00:00, 453, 82 St-Jackson Hts (7), Queens, 17
 02/1/22 13:00:00, 453, 82 St-Jackson Hts (7), Queens, 98
 02/1/22 13:00:00, 455, 69 St (7), Queens, 3
 02/1/22 13:00:00, 455, 69 St (7), Queens, 6
 02/1/22 13:00:00, 455, 69 St (7), Queens, 48
 02/1/22 13:00:00, 455, 69 St (7), Queens, 7
 02/1/22 13:00:00, 455, 69 St (7), Queens, 5
 02/1/22 13:00:00, 455, 69 St (7), Queens, 37
 02/1/22 13:00:00, 455, 69 St (7), Queens, 14
 02/1/22 13:00:00, 456, 61 St-Woodside (7), Queens, 21
 02/1/22 13:00:00, 456, 61 St-Woodside (7), Queens, 157
 02/1/22 13:00:00, 456, 61 St-Woodside (7), Queens, 22
 02/1/22 13:00:00, 456, 61 St-Woodside (7), Queens, 18
 02/1/22 13:00:00, 456, 61 St-Woodside (7), Queens, 14
 02/1/22 13:00:00, 456, 61 St-Woodside (7), Queens, 59
 02/1/22 13:00:00, 456, 61 St-Woodside (7), Queens, 74
 02/1/22 13:00:00, 457, 52 St (7), Queens, 52
 02/1/22 13:00:00, 457, 52 St (7), Queens, 4
 02/1/22 13:00:00, 457, 52 St (7), Queens, 6
 02/1/22 13:00:00, 457, 52 St (7), Queens, 13
 02/1/22 13:00:00, 457, 52 St (7), Queens, 6
 02/1/22 13:00:00, 457, 52 St (7), Queens, 22
 02/1/22 13:00:00, 457, 52 St (7), Queens, 29
 02/1/22 13:00:00, 458, 46 St-Bliss St (7), Queens, 6
 02/1/22 13:00:00, 458, 46 St-Bliss St (7), Queens, 118
 02/1/22 13:00:00, 458, 46 St-Bliss St (7), Queens, 8
 02/1/22 13:00:00, 458, 46 St-Bliss St (7), Queens, 24
 02/1/22 13:00:00, 458, 46 St-Bliss St (7), Queens, 67
 02/1/22 13:00:00, 458, 46 St-Bliss St (7), Queens, 10
 02/1/22 13:00:00, 458, 46 St-Bliss St (7), Queens, 50
 02/1/22 13:00:00, 459, 40 St-Lowery St (7), Queens, 6
 02/1/22 13:00:00, 459, 40 St-Lowery St (7), Queens, 7
 02/1/22 13:00:00, 459, 40 St-Lowery St (7), Queens, 94
 02/1/22 13:00:00, 459, 40 St-Lowery St (7), Queens, 7
 02/1/22 13:00:00, 459, 40 St-Lowery St (7), Queens, 14
 02/1/22 13:00:00, 459, 40 St-Lowery St (7), Queens, 43
 02/1/22 13:00:00, 459, 40 St-Lowery St (7), Queens, 31
 02/1/22 13:00:00, 46, Cortelyou Rd (Q), Brooklyn, 2
 02/1/22 13:00:00, 46, Cortelyou Rd (Q), Brooklyn, 11
 02/1/22 13:00:00, 46, Cortelyou Rd (Q), Brooklyn, 7
 02/1/22 13:00:00, 46, Cortelyou Rd (Q), Brooklyn, 50
 02/1/22 13:00:00, 46, Cortelyou Rd (Q), Brooklyn, 22
 02/1/22 13:00:00, 46, Cortelyou Rd (Q), Brooklyn, 22
 02/1/22 13:00:00, 46, Cortelyou Rd (Q), Brooklyn, 8
 02/1/22 13:00:00, 460, 33 St-Rawson St (7), Queens, 65
 02/1/22 13:00:00, 460, 33 St-Rawson St (7), Queens, 7
 02/1/22 13:00:00, 460, 33 St-Rawson St (7), Queens, 4
 02/1/22 13:00:00, 460, 33 St-Rawson St (7), Queens, 7
 02/1/22 13:00:00, 460, 33 St-Rawson St (7), Queens, 7
 02/1/22 13:00:00, 460, 33 St-Rawson St (7), Queens, 19
 02/1/22 13:00:00, 460, 33 St-Rawson St (7), Queens, 16
 02/1/22 13:00:00, 461, Queensboro Plaza (7,N,W), Queens, 22
 02/1/22 13:00:00, 461, Queensboro Plaza (7,N,W), Queens, 102
 02/1/22 13:00:00, 461, Queensboro Plaza (7,N,W), Queens, 9
 02/1/22 13:00:00, 461, Queensboro Plaza (7,N,W), Queens, 3
 02/1/22 13:00:00, 461, Queensboro Plaza (7,N,W), Queens, 1
 02/1/22 13:00:00, 461, Queensboro Plaza (7,N,W), Queens, 47
 02/1/22 13:00:00, 461, Queensboro Plaza (7,N,W), Queens, 52
 02/1/22 13:00:00, 463, Hunters Point Av (7), Queens, 15
 02/1/22 13:00:00, 463, Hunters Point Av (7), Queens, 1
 02/1/22 13:00:00, 463, Hunters Point Av (7), Queens, 1
 02/1/22 13:00:00, 463, Hunters Point Av (7), Queens, 1
 02/1/22 13:00:00, 463, Hunters Point Av (7), Queens, 10
 02/1/22 13:00:00, 463, Hunters Point Av (7), Queens, 12
 02/1/22 13:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 6
 02/1/22 13:00:00, 463, Hunters Point Av (7), Queens, 5
 02/1/22 13:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 12
 02/1/22 13:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 16
 02/1/22 13:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 88
 02/1/22 13:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 47
 02/1/22 13:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 5
 02/1/22 13:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 23
 02/1/22 13:00:00, 47, Newkirk Plaza (B,Q), Brooklyn, 13
 02/1/22 14:00:00, 445, Pelham Pkwy (5), Bronx, 12
 02/1/22 14:00:00, 446, Morris Park (5), Bronx, 3
 02/1/22 14:00:00, 446, Morris Park (5), Bronx, 28
 02/1/22 14:00:00, 446, Morris Park (5), Bronx, 2
 02/1/22 14:00:00, 446, Morris Park (5), Bronx, 3
 02/1/22 14:00:00, 446, Morris Park (5), Bronx, 7
 02/1/22 14:00:00, 446, Morris Park (5), Bronx, 1
 02/1/22 14:00:00, 446, Morris Park (5), Bronx, 2
 02/1/22 14:00:00, 447, Flushing-Main St (7), Queens, 51
 02/1/22 14:00:00, 447, Flushing-Main St (7), Queens, 465
 02/1/22 14:00:00, 447, Flushing-Main St (7), Queens, 77
 02/1/22 14:00:00, 447, Flushing-Main St (7), Queens, 113
 02/1/22 14:00:00, 447, Flushing-Main St (7), Queens, 54
 02/1/22 14:00:00, 447, Flushing-Main St (7), Queens, 189
 02/1/22 14:00:00, 447, Flushing-Main St (7), Queens, 170
 02/1/22 14:00:00, 448, Mets-Willets Point (7), Queens, 25
 02/1/22 14:00:00, 448, Mets-Willets Point (7), Queens, 17
 02/1/22 14:00:00, 448, Mets-Willets Point (7), Queens, 3
 02/1/22 14:00:00, 448, Mets-Willets Point (7), Queens, 6
 02/1/22 14:00:00, 448, Mets-Willets Point (7), Queens, 15
 02/1/22 14:00:00, 449, 111 St (7), Queens, 7
 02/1/22 14:00:00, 449, 111 St (7), Queens, 3
 02/1/22 14:00:00, 449, 111 St (7), Queens, 17
 02/1/22 14:00:00, 449, 111 St (7), Queens, 117
 02/1/22 14:00:00, 449, 111 St (7), Queens, 24
 02/1/22 14:00:00, 449, 111 St (7), Queens, 85
 02/1/22 14:00:00, 449, 111 St (7), Queens, 14
 02/1/22 14:00:00, 45, Beverley Rd (Q), Brooklyn, 6
 02/1/22 14:00:00, 45, Beverley Rd (Q), Brooklyn, 36
 02/1/22 14:00:00, 45, Beverley Rd (Q), Brooklyn, 3
 02/1/22 14:00:00, 45, Beverley Rd (Q), Brooklyn, 6
 02/1/22 14:00:00, 45, Beverley Rd (Q), Brooklyn, 4
 02/1/22 14:00:00, 45, Beverley Rd (Q), Brooklyn, 17
 02/1/22 14:00:00, 45, Beverley Rd (Q), Brooklyn, 18
 02/1/22 14:00:00, 450, 103 St-Corona Plaza (7), Queens, 36
 02/1/22 14:00:00, 450, 103 St-Corona Plaza (7), Queens, 147
 02/1/22 14:00:00, 450, 103 St-Corona Plaza (7), Queens, 12
 02/1/22 14:00:00, 450, 103 St-Corona Plaza (7), Queens, 27
 02/1/22 14:00:00, 450, 103 St-Corona Plaza (7), Queens, 51
 02/1/22 14:00:00, 450, 103 St-Corona Plaza (7), Queens, 14
 02/1/22 14:00:00, 450, 103 St-Corona Plaza (7), Queens, 126
 02/1/22 14:00:00, 451, Junction Blvd (7), Queens, 54
 02/1/22 14:00:00, 451, Junction Blvd (7), Queens, 21
 02/1/22 14:00:00, 451, Junction Blvd (7), Queens, 211
 02/1/22 14:00:00, 451, Junction Blvd (7), Queens, 32
 02/1/22 14:00:00, 451, Junction Blvd (7), Queens, 10
 02/1/22 14:00:00, 451, Junction Blvd (7), Queens, 93
 02/1/22 14:00:00, 451, Junction Blvd (7), Queens, 182
 02/1/22 14:00:00, 452, 90 St-Elmhurst Av (7), Queens, 9
 02/1/22 14:00:00, 452, 90 St-Elmhurst Av (7), Queens, 174
 02/1/22 14:00:00, 452, 90 St-Elmhurst Av (7), Queens, 14
 02/1/22 14:00:00, 452, 90 St-Elmhurst Av (7), Queens, 23
